1756748770,opcua,DESKTOP-FAFB2HS,ns=3;i=1002,5,The operation succeeded. StatusGood (0x0)
1756748770,opcua,DESKTOP-FAFB2HS,ns=3;i=1003,The operation succeeded. StatusGood (0x0),-0.6880169
